HAVE_CRYPTO,HAVE_HASH,HAVE_REPLICATION,HAVE_VERIFY,HAVE_SEQUENCE,HAVE_STATISTICS,DIAGNOSTIC,PS1K,PS4K,PS8K,PS16K,PS32K,CS32MB,CS16MB,CS64MB,CS512MB,PERF
0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0.643754333
1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,19.96625644
0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0.643954385
1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,19.94796482
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.251941513
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.254216231
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1.241426027
0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1.255686795
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1.306976744
0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.388343795
0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1.272867179
0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1.323848789
0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1.275616538
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1.256931811
0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1.268821316
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1.317375263
0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1.312293718
0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1.254107053
0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1.264209692
0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1.263994513
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.573065949
1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,3.286022487
1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2.073045974
0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1.269582821
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.253736135
0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1.249680711
0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1.256507103
0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1.258653526
0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1.25827359
0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1.261697667
0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1.248599526
0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1.274451342
0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1.313534051
0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0.534534821
0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1.313819026
0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1.315772051
0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1.317213103
0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1.268807615
0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1.254629179
0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1.264381051
0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1.267172179
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,21.29800062
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,21.23596
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,21.26503444
0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0.580243462
1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,21.26024846
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,21.29661842
1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21.18781623
1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,21.26677146
1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,21.24971803
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,21.24752844
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,21.24256721
1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,21.27730843
1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,21.23427445
1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,21.28854716
0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0.376024974
1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,21.23695454
1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,21.27836705
1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,21.21469151
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,21.25626187
1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,21.28085673
1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,21.21706726
1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,21.23010951
1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,21.25348738
1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,21.29515979
1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,21.28950742
0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0.406735154
1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,21.30093036
1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,21.27906728
1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,21.25690116
1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,21.28770885
1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,21.26929264
1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,21.19731388
1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,21.21630808
1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,21.22738124
1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,21.18787376
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.917929
1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,3.244126026
0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.933316447
0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.943753487
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0.932449605
0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0.932075974
0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0.929786769
0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0.932586154
0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0.92120959
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.951975949
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0.949951487
0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0.922479615
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2.040347615
0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0.926525897
0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0.960257051
0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0.926069692
0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.958361333
0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0.931494872
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.917719757
0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0.926613051
0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.935303105
0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0.924936692
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0.949153179
1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,3.280762103
0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.953329289
0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0.955673308
0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0.956773128
0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.918402711
0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0.925
0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0.924184103
0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0.92422559
0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0.921814256
0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0.927569205
0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0.91785059
1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,2.086072925
0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0.925223553
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,37.79094682
1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,37.75365403
1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,37.74700754
1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,37.77915049
1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,37.80184816
1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,37.76618
1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,37.76299626
1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,37.82820646
1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,37.76895805
0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0.527140333
1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,37.80916777
1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,37.7488995
1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,37.85125336
1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,37.81232054
1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,37.82479279
1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,37.86335167
1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,37.80349443
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,37.6640755
1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,37.58675808
1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,37.68587228
0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0.527975205
0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0.569676
1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,37.66417555
1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,37.625741
1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,37.64877895
1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,37.63926495
1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,37.65383472
1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,37.69236349
1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,37.6526223
1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,37.68868334
1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,37.6708986
1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,37.65416342
1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,3.245412564
1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,37.64040388
1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,37.73544085
1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,37.71964422
0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.385570868
0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2.393255769
0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2.390781538
0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2.390528846
0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2.104937179
0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2.125946564
0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2.110340925
1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,3.304528949
0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,2.1049706
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2.147218947
0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,2.151915872
0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2.157326564
0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,2.184696684
0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2.159486692
0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,2.185934923
0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,2.145050795
0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,2.173786361
1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,39.0532459
0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0.525533179
1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,39.05250959
1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,38.97941153
1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,39.00602618
1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,38.93964177
1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,38.87018743
1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,38.86506021
1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,38.82120441
1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,38.95362455
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,39.05246067
1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,38.89366166
1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,3.245909769
1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,38.90115513
1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,39.03786358
1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,38.96696446
1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,38.99113622
1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,38.86983458
0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2.364779923
0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,2.393584026
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2.394589514
0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2.393110243
0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2.114854375
0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0.570307513
0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,2.098778282
0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,2.102906872
0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,2.103251487
1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,39.06989821
1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,38.97751023
1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,39.01300369
1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,39.06880739
1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,38.99376582
1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,38.99049205
1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,38.99773018
1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,3.298814718
1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,39.04240666
0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2.150754436
0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,2.140993744
0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,2.134319051
0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,2.145229789
1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,38.94602295
1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,38.882196
1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,38.8572722
1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,38.92646592
0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,2.168750359
0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0.363318132
0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,2.179497325
1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,38.87943553
1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,38.8596601
0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,2.1464193
1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,38.93511028
0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,2.157238
1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,38.87152033
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.909833077
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.921463897
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.929547923
0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0.386915564
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.924951103
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.916725128
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.921104816
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0.924174846
0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0.914623184
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.944716128
0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.943954667
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.915757179
0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0.914896667
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.955212256
0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0.367125641
0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0.921300487
0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0.950252179
0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0.938510513
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.918350684
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.924770256
0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0.929554872
0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.925942256
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0.965193703
0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0.951900256
0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0.954508308
1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,3.227673
0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0.393580184
0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0.956803385
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0.927161105
0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0.930098842
0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0.922134763
0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0.917641026
0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0.912854692
0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0.922890158
0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0.911760487
0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0.925648462
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.378944077
1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,2.035775359
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2.399218108
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2.388911158
0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2.394229974
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2.110817
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2.09821159
0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2.102167564
0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,2.117486846
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2.379142474
0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2.402307333
0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2.115922625
1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,2.039251154
0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,2.103325974
0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2.408453231
0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2.091574513
0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,2.394378842
0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,2.087830462
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2.146386474
0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2.141116711
0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2.160906684
0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,2.139500053
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2.159521605
1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,2.082618514
0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,2.139324538
0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,2.137139316
0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,2.14782405
0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2.15586665
0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,2.169050487
0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2.159419949
0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,2.160404675
0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,2.158508308
0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2.15598359
0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,2.15050259
1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,2.086518684
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,2.156292974
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,37.79702703
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,37.8179195
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,37.82588032
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,37.83160105
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,37.76325046
1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,37.77632029
1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,37.8252473
1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,37.84897168
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,37.6791567
0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0.528058658
1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,37.60594413
1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,37.70277027
1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,37.682353
1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,37.69738128
1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,37.68245303
1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,37.63309224
1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,37.72956832
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,39.02999249
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,38.97661833
1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,39.02071011
0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0.574298231
1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,38.94923084
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,38.93680561
1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,38.88686261
1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,38.98807792
1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,38.89173461
1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,39.03411847
1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,39.03837621
1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,38.84570881
1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,38.88348132
1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,38.98365031
1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,3.237010846
1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,38.87010213
1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,39.00793059
1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,38.81760361
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,37.77208905
1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,37.81292549
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,37.78085249
1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,37.83588966
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,37.81055318
1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,37.81010484
1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,37.82475844
1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,3.263061421
1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,37.84133618
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,39.06778558
1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,38.96267576
1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,39.01704558
1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,39.08504824
1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,38.97590921
1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,39.01656905
1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,39.03337078
1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,38.98538956
1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,37.58219816
0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0.370661395
1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,37.56206595
1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,37.6526588
1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,37.55577108
1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,38.87262168
1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,38.863411
1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,38.88128473
1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,38.8176345
1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,37.72361564
1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,37.70242979
1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,38.93445516
0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0.577827026
1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2.021701308
1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,39.02443742
1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,37.65270105
1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,38.93174535
1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,37.65276138
1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,38.88108758
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.909398921
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.929779692
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.914675692
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0.918919923
